"","id","created_at.x","journal","identifier","date.x","counterpart","label","number","quantity","unit_price","VAT_code","debit","credit","balance","gl_account_number","customer_id.x","needs_review","balance_num","start_fiscal_year","end_fiscal_year","bank_transaction_id","import_page","auto_corrected","balance_order","document_id","invoice_id.x","validated.x","customer_id.y","document_type","storage_object_id","file_name","invoice_id.y","created_at.y","date.y","description","analysis_report_id","nutritional_plan_id","validated.y","rejected","rejected_reason","loan_id"
"11","e53adad7-3226-4706-85f9-d3b8540f3b74",2025-06-13 07:58:46,"AI","FME02414",2025-06-15,NA,"TERRENA FACTURE FME02414",NA,NA,NA,NA,0,167.86,NA,"40120000","16450bc2-f930-4052-a3f7-a602646e64cc",FALSE,NA,NA,NA,NA,1,FALSE,1,"9b3b12ee-caa7-438f-beb0-6c5e3fb2535c","382cb98e-e880-4ea6-b329-d02a210cc25f",FALSE,"16450bc2-f930-4052-a3f7-a602646e64cc","invoice","da1fc1a4-37d9-4613-8712-2b3d1c96ff20","FFM_2025-05-31_038-FME02414.pdf","382cb98e-e880-4ea6-b329-d02a210cc25f",2025-06-13 07:58:37,2025-05-31,"Facture d'achat de matériel agricole auprès de TERRENA PRO",NA,NA,FALSE,FALSE,NA,NA
"12","60bf9163-05b7-4b0d-bd16-1982f1bf4f89",2025-06-13 07:59:27,"AI","FP0142918",2025-06-15,NA,"FACTURE ALLIUM ENERGIES FP0142918",NA,NA,NA,NA,0,4514.4,NA,"40110000","16450bc2-f930-4052-a3f7-a602646e64cc",FALSE,NA,NA,NA,NA,1,FALSE,1,"3f9b4986-9ab0-46a9-a2e7-c03b66e944fc","61ec4759-d62a-4ec6-a253-6f8ae597d585",FALSE,"16450bc2-f930-4052-a3f7-a602646e64cc","invoice","76b215fd-1ec7-4953-a3e4-9eba83d3f5c8","GED_ENERGIE_2025-05-06_100-038-FP0142918.pdf","61ec4759-d62a-4ec6-a253-6f8ae597d585",2025-06-13 07:59:16,2025-05-06,"Facture d'achat de GNR Generium (carburant agricole) auprès d'Allium Energies",NA,NA,TRUE,FALSE,NA,NA
"13","37507173-6b03-4427-8523-8a8504347dbf",2025-06-13 07:59:20,"AI","FML41752",2025-06-15,NA,"TERRENA FACTURE FML41752",NA,NA,NA,NA,0,604.46,NA,"40120000","16450bc2-f930-4052-a3f7-a602646e64cc",FALSE,NA,NA,NA,NA,1,FALSE,1,"16e60e7e-b1a8-4e3b-b20e-39c81ea389b9","dbf1e271-09f2-4823-8aee-51932d70905c",FALSE,"16450bc2-f930-4052-a3f7-a602646e64cc","invoice","a671b9b6-4b13-43d7-8ee2-bc715b8a4c67","FFM_2025-05-31_100-FML41752.pdf","dbf1e271-09f2-4823-8aee-51932d70905c",2025-06-13 07:58:54,2025-05-31,"Facture d'achat de produits agricoles auprès de Terrena",NA,NA,FALSE,FALSE,NA,NA
"14","02f85875-914c-468e-81a7-9bf048f899fa",2025-06-13 07:59:17,"AI","00431157",2025-06-05,NA,"TERRENA SYNERGIE COLLECTE ET SEMENCES",NA,NA,NA,NA,0,219.4,NA,"70100100","16450bc2-f930-4052-a3f7-a602646e64cc",FALSE,NA,NA,NA,NA,1,FALSE,1,"9d74d27f-c826-4dba-8c19-a666f3186752","8f38a642-342e-4791-9545-334b5093b771",FALSE,"16450bc2-f930-4052-a3f7-a602646e64cc","invoice","c0c92558-aaa7-45fb-a9ff-e5d3db161049","ANTALY_2025-05-30_100-00431157.pdf","8f38a642-342e-4791-9545-334b5093b771",2025-06-13 07:59:05,2025-05-30,"Facture de vente de céréales à Terrena (auto-facturation)",NA,NA,FALSE,FALSE,NA,NA
"15","706b1ddf-edfc-481c-9190-683de5406a76",2025-06-13 07:59:17,"AI","00431157",2025-06-05,NA,"TERRENA TVA 5.5% FACTURE 00431157",NA,NA,NA,NA,0,12.07,NA,"44571020","16450bc2-f930-4052-a3f7-a602646e64cc",FALSE,NA,NA,NA,NA,1,FALSE,1,"9d74d27f-c826-4dba-8c19-a666f3186752","8f38a642-342e-4791-9545-334b5093b771",FALSE,"16450bc2-f930-4052-a3f7-a602646e64cc","invoice","c0c92558-aaa7-45fb-a9ff-e5d3db161049","ANTALY_2025-05-30_100-00431157.pdf","8f38a642-342e-4791-9545-334b5093b771",2025-06-13 07:59:05,2025-05-30,"Facture de vente de céréales à Terrena (auto-facturation)",NA,NA,FALSE,FALSE,NA,NA
"16","c168ee2d-50a9-4b3a-a7e7-f8889253e50a",2025-05-13 14:36:35,"AI","T360763",2025-05-30,NA,"TERRENA FACTURE T360763",NA,NA,NA,NA,0,1976.7,NA,"40120000","16450bc2-f930-4052-a3f7-a602646e64cc",FALSE,NA,NA,NA,NA,1,FALSE,1,"5f4f3cad-d2ce-4cc4-b654-122f0288ca69","d3f5ba2b-d254-42b3-a8e7-e11bcda4e8d4",FALSE,"16450bc2-f930-4052-a3f7-a602646e64cc","invoice","b32c74f0-56e9-42f9-9750-5ac0687e82ed","GED_UNA_2025-04-30_100-100-T360763.pdf","d3f5ba2b-d254-42b3-a8e7-e11bcda4e8d4",2025-05-13 14:36:21,2025-04-30,"Facture d'achat d'aliments et minéraux de Terrena",NA,NA,TRUE,FALSE,NA,NA
"17","dd68e32c-bd50-4e7f-98a4-d32cb5410696",2025-05-07 07:16:20,"AI","FMD94793",2025-05-15,NA,"TERRENA FACTURE FMD94793",NA,NA,NA,NA,0,383.39,NA,"40120000","16450bc2-f930-4052-a3f7-a602646e64cc",FALSE,NA,NA,NA,NA,1,FALSE,1,"39233394-fdb4-480f-98c0-74f16d32d185","0c6da135-4877-48ed-a3f1-c230b3d6eeee",FALSE,"16450bc2-f930-4052-a3f7-a602646e64cc","invoice","fc0fe8e4-6b81-4231-a620-3b2524c9a056","FFM_2025-04-30_038-FMD94793.pdf","0c6da135-4877-48ed-a3f1-c230b3d6eeee",2025-05-07 07:15:57,2025-04-30,"Facture d'achat de matériel agricole et fournitures auprès de TERRENA PRO",NA,NA,TRUE,FALSE,NA,NA
"18","b91f8935-23d2-47f8-a450-ddecdb9f94a6",2025-05-07 07:16:30,"AI","FML30122",2025-05-15,NA,"TERRENA FACTURE FML30122",NA,NA,NA,NA,0,685.19,NA,"40120000","16450bc2-f930-4052-a3f7-a602646e64cc",FALSE,NA,NA,NA,NA,1,FALSE,1,"637c30be-f090-424f-9980-5fd086e3e4e0","4c5ca1b9-5485-4167-a3b8-300dcf28f388",FALSE,"16450bc2-f930-4052-a3f7-a602646e64cc","invoice","e34ccfba-da05-4594-80dc-844dc76f0120","FFM_2025-04-30_100-FML30122.pdf","4c5ca1b9-5485-4167-a3b8-300dcf28f388",2025-05-07 07:16:02,2025-04-30,"Facture d'achat de matériel et produits agricoles auprès de Terrena",NA,NA,TRUE,FALSE,NA,NA
"19","922fc255-d920-4b45-be43-c2ae0315e008",2025-05-15 09:45:13,"AI","FP0140880",2025-05-15,NA,"FACTURE ALLIUM ENERGIES FP0140880",NA,NA,NA,NA,0,5367.6,NA,"40110000","16450bc2-f930-4052-a3f7-a602646e64cc",FALSE,NA,NA,NA,NA,1,FALSE,1,"1b5ab15e-dcbe-4c03-a419-54928fa15f0d","7a62c5c4-f88a-4d3d-97f9-14b14a74231d",FALSE,"16450bc2-f930-4052-a3f7-a602646e64cc","invoice","25ffbbb6-3285-4f60-8346-f89509dd8e0a","GED_ENERGIE_2025-04-11_100-038-FP0140880.pdf","7a62c5c4-f88a-4d3d-97f9-14b14a74231d",2025-05-15 09:45:06,2025-04-11,"Facture d'achat de carburant GNR GENERIUM pour usage agricole",NA,NA,TRUE,FALSE,NA,NA
"20","61110ac3-6399-4b63-9499-d9ac221a855e",2025-04-22 09:03:43,"AI","OD060248",2025-04-16,NA,"TERRENA NOTE DE DEBIT",NA,NA,NA,NA,0,12450.47,NA,"40120000","16450bc2-f930-4052-a3f7-a602646e64cc",FALSE,NA,NA,NA,NA,1,FALSE,1,"216e1cbb-a474-4e65-8d27-ae8af86605de","ecec7712-b253-49da-aee2-4e9705c3407b",FALSE,"16450bc2-f930-4052-a3f7-a602646e64cc","invoice","d268dc0f-3aab-4fbe-a05b-e8f085256ad4","011_2025-04-16_100-OD060248.pdf","ecec7712-b253-49da-aee2-4e9705c3407b",2025-04-22 09:03:27,2025-04-16,"Note de débit pour retours REFLAIT pour la campagne laitière 2024-2025",NA,NA,TRUE,FALSE,NA,NA
"21","c749ea82-963f-453e-bd63-9b16524986bb",2025-04-04 07:47:28,"AI","FMD86677",2025-04-15,NA,"TERRENA FACTURE FMD86677",NA,NA,NA,NA,0,727.81,NA,"40120000","16450bc2-f930-4052-a3f7-a602646e64cc",FALSE,NA,NA,NA,NA,1,FALSE,1,"91f6dcf7-034b-4083-907c-67ceb4d73737","269745d9-f07b-4954-a5f2-2206d6f2d7e1",FALSE,"16450bc2-f930-4052-a3f7-a602646e64cc","invoice","b40345c0-1596-42d3-a623-304806c85b5e","FFM_2025-03-31_038-FMD86677.pdf","269745d9-f07b-4954-a5f2-2206d6f2d7e1",2025-04-04 07:47:09,2025-03-31,"Facture d'achat de matériel agricole et consommables auprès de TERRENA PRO",NA,NA,TRUE,FALSE,NA,NA
"22","d0b3fa57-f695-413c-bef9-1dfa49693043",2025-04-05 05:48:02,"AI","FMD86676",2025-04-15,NA,"TERRENA CHAMBRE A AIR D 400",NA,NA,NA,NA,0,8.21,NA,"60660000","16450bc2-f930-4052-a3f7-a602646e64cc",FALSE,NA,NA,NA,NA,1,FALSE,1,"2391e4a6-06fc-4e60-9d14-204afa5c269c","b962ca19-9d39-49ba-8a85-0fe230e8d05d",FALSE,"16450bc2-f930-4052-a3f7-a602646e64cc","invoice","ec56eac1-0f80-4156-92f5-1f9b05779a41","FFM_2025-03-31_038-FMD86676.pdf","b962ca19-9d39-49ba-8a85-0fe230e8d05d",2025-04-05 05:47:53,2025-03-31,"Avoir de Terrena Pro pour retour de roue caoutchouc noir et chambre à air",NA,NA,TRUE,FALSE,NA,NA
"23","d362c9d4-beb3-466c-a6ef-e43d3839a518",2025-04-05 05:48:02,"AI","FMD86676",2025-04-15,NA,"TERRENA ROUE CAOUT NOIR A ROULEAU",NA,NA,NA,NA,0,10.46,NA,"60660000","16450bc2-f930-4052-a3f7-a602646e64cc",FALSE,NA,NA,NA,NA,1,FALSE,1,"2391e4a6-06fc-4e60-9d14-204afa5c269c","b962ca19-9d39-49ba-8a85-0fe230e8d05d",FALSE,"16450bc2-f930-4052-a3f7-a602646e64cc","invoice","ec56eac1-0f80-4156-92f5-1f9b05779a41","FFM_2025-03-31_038-FMD86676.pdf","b962ca19-9d39-49ba-8a85-0fe230e8d05d",2025-04-05 05:47:53,2025-03-31,"Avoir de Terrena Pro pour retour de roue caoutchouc noir et chambre à air",NA,NA,TRUE,FALSE,NA,NA
"24","7ab66986-0210-437c-94f1-8357c3112de4",2025-04-05 05:48:02,"AI","FMD86676",2025-04-15,NA,"TERRENA TVA 20%",NA,NA,NA,NA,0,3.73,NA,"44566000","16450bc2-f930-4052-a3f7-a602646e64cc",FALSE,NA,NA,NA,NA,1,FALSE,1,"2391e4a6-06fc-4e60-9d14-204afa5c269c","b962ca19-9d39-49ba-8a85-0fe230e8d05d",FALSE,"16450bc2-f930-4052-a3f7-a602646e64cc","invoice","ec56eac1-0f80-4156-92f5-1f9b05779a41","FFM_2025-03-31_038-FMD86676.pdf","b962ca19-9d39-49ba-8a85-0fe230e8d05d",2025-04-05 05:47:53,2025-03-31,"Avoir de Terrena Pro pour retour de roue caoutchouc noir et chambre à air",NA,NA,TRUE,FALSE,NA,NA
"25","6bff5d24-e5c1-4ade-a622-9c72ca5b8e64",2025-04-07 07:55:55,"AI","FML19848",2025-04-15,NA,"TERRENA FACTURE FML19848",NA,NA,NA,NA,0,2554.27,NA,"40120000","16450bc2-f930-4052-a3f7-a602646e64cc",FALSE,NA,NA,NA,NA,1,FALSE,1,"0fe72355-d6ce-4081-a0c8-25e8a967ce80","eb2a2fd4-820b-4290-8b2e-eda80bd8db65",FALSE,"16450bc2-f930-4052-a3f7-a602646e64cc","invoice","5000d795-2513-4372-893f-3ba1b9a1b107","FFM_2025-03-31_100-FML19848.pdf","eb2a2fd4-820b-4290-8b2e-eda80bd8db65",2025-04-07 07:55:29,2025-03-31,"Facture d'achat de produits agricoles auprès de Terrena",NA,NA,TRUE,FALSE,NA,NA
"26","2eeeda56-000d-432e-9048-24c67a267e0d",2025-04-04 07:47:31,"AI","FML19846",2025-03-31,NA,"TERRENA FACTURE FML19846",NA,NA,NA,NA,0,170.36,NA,"40120000","16450bc2-f930-4052-a3f7-a602646e64cc",FALSE,NA,NA,NA,NA,1,FALSE,1,"0e63b7ce-dccd-417a-aa29-8cfe13ccfcdb","9f84adc1-493e-4e9a-906f-2ff0891c5b4b",FALSE,"16450bc2-f930-4052-a3f7-a602646e64cc","invoice","e3667d0c-c643-40fd-a0bf-4910adf14cae","FFM_2025-03-31_100-FML19846.pdf","9f84adc1-493e-4e9a-906f-2ff0891c5b4b",2025-04-04 07:47:16,2025-03-31,"Facture d'achat de sel de mer et magnésie semoul auprès de Terrena",NA,NA,TRUE,FALSE,NA,NA
"27","e92f41d1-5ab1-4c3a-9ecc-ce0bacd8e279",2025-03-11 10:15:10,"AI","T346158",2025-03-29,NA,"TERRENA FACTURE T346158",NA,NA,NA,NA,0,1689.83,NA,"40120000","16450bc2-f930-4052-a3f7-a602646e64cc",FALSE,NA,NA,NA,NA,1,FALSE,1,"34c2297e-eadd-4eb5-8d71-a8d4c9328584","f141e39d-1a88-4396-81dd-a9bbe9fee0c7",FALSE,"16450bc2-f930-4052-a3f7-a602646e64cc","invoice","80292a3f-f909-45ab-be39-91daebea32d9","GED_UNA_2025-02-27_100-100-T346158.pdf","f141e39d-1a88-4396-81dd-a9bbe9fee0c7",2025-03-11 10:14:51,2025-02-27,"Facture d'achat d'aliments pour animaux auprès de TERRENA",NA,NA,TRUE,FALSE,NA,NA
"28","6c51c4ac-ff6d-44c7-9b59-804dc9552793",2025-03-11 10:15:17,"AI","FML09083",2025-03-15,NA,"TERRENA FACTURE FML09083",NA,NA,NA,NA,0,1152.41,NA,"40120000","16450bc2-f930-4052-a3f7-a602646e64cc",FALSE,NA,NA,NA,NA,1,FALSE,1,"edc84fa3-496f-4668-a77d-6cc5b9a0dd99","c1bc0134-c1e2-4e7a-9d56-e06585c33249",FALSE,"16450bc2-f930-4052-a3f7-a602646e64cc","invoice","3ec88ba8-d6bc-4c2b-a3a6-9f2f8cf39c5e","FFM_2025-02-28_100-FML09083.pdf","c1bc0134-c1e2-4e7a-9d56-e06585c33249",2025-03-11 10:14:49,2025-02-28,"Facture d'achat de produits agricoles auprès de Terrena",NA,NA,TRUE,FALSE,NA,NA
"29","4a88623a-23f6-44c6-8cbb-bb36c000eb9e",2025-03-17 14:21:31,"AI","FP0136778",2025-03-15,NA,"FACTURE ALLIUM ENERGIES FP0136778",NA,NA,NA,NA,0,2644.12,NA,"40110000","16450bc2-f930-4052-a3f7-a602646e64cc",FALSE,NA,NA,NA,NA,1,FALSE,1,"99e2aee5-40cb-4877-8ed2-4bcb8854637b","7a91e566-0f81-4a9d-97fc-bc68cece3069",FALSE,"16450bc2-f930-4052-a3f7-a602646e64cc","invoice","eabedcc8-c445-42c9-aae6-fb184e6ea9d6","GED_ENERGIE_2025-02-26_100-038-FP0136778.pdf","7a91e566-0f81-4a9d-97fc-bc68cece3069",2025-03-17 14:21:19,2025-02-26,"Facture d'achat de carburant GNR GENERIUM pour usage agricole",NA,NA,TRUE,FALSE,NA,NA
"30","5cf34372-8b1e-4fc0-b2d8-281e3ff92de5",2025-03-17 15:38:26,"AI","FML09082",2025-03-15,NA,"TERRENA REMISE SAISI AGRI FERTILI",NA,NA,NA,NA,0,228,NA,"40120000","16450bc2-f930-4052-a3f7-a602646e64cc",FALSE,NA,NA,NA,NA,1,FALSE,1,"b95a3685-bf67-458f-95fc-46aed9ae7218","43f41f79-a4bc-48f7-b1e7-b2c019aee1b0",FALSE,"16450bc2-f930-4052-a3f7-a602646e64cc","invoice","bf8aaacd-e5de-429d-b4d2-9544de7ea70e","FFM_2025-02-28_100-FML09082.pdf","43f41f79-a4bc-48f7-b1e7-b2c019aee1b0",2025-03-11 10:14:41,2025-02-28,"Avoir émis par Terrena pour une remise Agri Fertili",NA,NA,TRUE,FALSE,NA,NA
"31","769e7f61-3969-41d9-a5e4-13d25c8bd71a",2025-04-04 14:37:10,"AI","00055217",2025-03-15,NA,"FACTURE DEUX RIVIERES 00055217",NA,NA,NA,NA,0,2649.75,NA,"40110000","16450bc2-f930-4052-a3f7-a602646e64cc",FALSE,NA,NA,NA,NA,1,FALSE,1,"6f3fca34-6df5-4370-9291-332f5887da03","a90a5ded-f029-48fa-bc75-2659f249c4fe",FALSE,"16450bc2-f930-4052-a3f7-a602646e64cc","invoice","e7193052-3f09-440d-890c-e0952a02bcf9","invoice-gaec-aubepine.1743777412582","a90a5ded-f029-48fa-bc75-2659f249c4fe",2025-04-04 14:37:00,2025-02-28,"Facture vétérinaire pour soins et médicaments incluant vêlage, euthanasie, et prises de sang",NA,NA,TRUE,FALSE,NA,NA
"32","9c8f82cd-701c-4f77-abf5-c136567e2e8f",2025-03-11 10:11:45,"AI","FMD78068",2025-03-15,NA,"TERRENA FACTURE FMD78068",NA,NA,NA,NA,0,213.98,NA,"40120000","16450bc2-f930-4052-a3f7-a602646e64cc",FALSE,NA,NA,NA,NA,1,FALSE,1,"dd3b5b4f-63b6-4a65-81a4-fa29b49c098e","c93bab58-1580-482c-88d0-81c50173c727",FALSE,"16450bc2-f930-4052-a3f7-a602646e64cc","invoice","2758bacf-fe23-4637-894d-6bb03ba72a1e","FFM_2025-02-28_038-FMD78068.pdf","c93bab58-1580-482c-88d0-81c50173c727",2025-03-11 10:11:15,2025-02-28,"Facture d'achat de matériaux et produits alimentaires auprès de TERRENA PRO",NA,NA,TRUE,FALSE,NA,NA
"33","965d0dc8-489d-4e25-94f2-113d0b7b7780",2025-04-08 06:28:15,"AI","5036",2025-03-11,NA,"Paunet Facture 5036",NA,NA,NA,NA,0,112.2,NA,"40110000","16450bc2-f930-4052-a3f7-a602646e64cc",FALSE,NA,NA,NA,NA,1,FALSE,1,"69daa348-11d8-4fbb-a9a3-f2a84cdbfd2c","b2098c46-7aa3-43e1-8d68-7d3cb5ea58c3",FALSE,"16450bc2-f930-4052-a3f7-a602646e64cc","invoice","cd0d2697-8209-4f29-b4bd-fb4e99e4a617","FACTURE_N_5036.pdf.1744093672217","b2098c46-7aa3-43e1-8d68-7d3cb5ea58c3",2025-04-08 06:28:03,2025-03-12,"Facture de réparation automobile du Garage Paunet Mickael pour réparation de roue et équilibrage",NA,NA,TRUE,FALSE,NA,NA
"34","a1cb410e-6807-417b-9f99-8839309dd4e9",2025-03-27 10:06:26,"AI","362775",2025-03-07,NA,"FACT GARENNES 362775",NA,NA,NA,NA,0,110.28,NA,"40110000","16450bc2-f930-4052-a3f7-a602646e64cc",FALSE,NA,NA,NA,NA,1,FALSE,1,"df892e51-b59d-4c14-bc8f-e2b793687660","9d3d19c5-2634-4b8b-af27-454c3ac004ac",FALSE,"16450bc2-f930-4052-a3f7-a602646e64cc","invoice","b6f291e3-e126-4a0f-8909-6f430bb0431e","Facture n362775.pdf.1743069972065","9d3d19c5-2634-4b8b-af27-454c3ac004ac",2025-03-27 10:06:18,2025-03-07,"Facture du Garage des Garennes pour pièces automobiles",NA,NA,TRUE,FALSE,NA,NA
