"","DisId","DisDcaId","DisName","DisCurePeriod","DisDescription","DiaAniId","DiaDate","DiaRemarks","DiaWithMilk","DiaWithMeat","AniId","AniLifeNumber"
"52",66,1,"Mastitis catarrhalis acuta (acute catarrhal mastitis)",14,"",116,2017-01-01 00:00:00,"Mammite (cl.) inconnue - ",2017-01-08 19:09:00,2017-01-13 19:09:00,116,"FR4912264927"
"53",66,1,"Mastitis catarrhalis acuta (acute catarrhal mastitis)",14,"",116,2017-01-02 00:00:00,"Mammite (cl.) inconnue - ",2017-01-10 19:28:00,2017-02-02 19:28:00,116,"FR4912264927"
"54",186,9,"Drying-off",NA,"",123,2017-01-07 09:07:00,"Preventive - ",2017-02-22 09:07:00,NA,123,"FR4954667338"
"55",186,9,"Drying-off",NA,"",52,2017-01-07 09:28:00,"Preventive - ",2017-02-22 09:28:00,NA,52,"FR4404288132"
"56",186,9,"Drying-off",NA,"",129,2017-01-07 09:28:00,"Preventive - ",2017-02-22 09:28:00,NA,129,"FR4968695856"
"57",35,4,"Claw diseases",28,"",57,2017-01-07 00:00:00,"Autres problèmes de boîteries - Fourchet",2017-01-10 10:59:00,2017-02-07 10:59:00,57,"FR4404288138"
"58",66,1,"Mastitis catarrhalis acuta (acute catarrhal mastitis)",14,"",8,2017-01-13 00:00:00,"Mammite (cl.) inconnue - ",2017-01-20 08:28:00,2017-01-25 08:28:00,8,"FR4404288045"
"59",66,1,"Mastitis catarrhalis acuta (acute catarrhal mastitis)",14,"",116,2017-01-14 00:00:00,"Mammite (cl.) inconnue - 2 ème traitement",2017-01-21 18:11:00,2017-01-26 18:11:00,116,"FR4912264927"
"60",66,1,"Mastitis catarrhalis acuta (acute catarrhal mastitis)",14,"",20,2017-01-14 00:00:00,"Mammite (sub.) inconnue - Taux cellules élevé 2.5 M°",2017-01-21 11:27:00,2017-01-31 11:27:00,20,"FR4404288082"
"61",186,9,"Drying-off",NA,"",59,2017-01-18 10:47:00,"Preventive - ",2017-03-05 10:47:00,NA,59,"FR4404288140"
"62",31,4,"Diseases of the joints",21,"",56,2017-01-19 00:00:00,"Patte gonfl‚e - ",2017-01-25 09:39:00,2017-02-06 09:39:00,56,"FR4404288137"
"63",87,3,"Dystocia",NA,"calving difficulties",89,2017-01-25 00:00:00,"",2017-02-02 09:33:00,2017-04-02 09:33:00,89,"FR4404288172"
"64",66,1,"Mastitis catarrhalis acuta (acute catarrhal mastitis)",14,"",9,2017-01-26 00:00:00,"Mammite (cl.) inconnue - ",2017-02-02 09:46:00,2017-02-07 09:46:00,9,"FR4404288050"
"65",66,1,"Mastitis catarrhalis acuta (acute catarrhal mastitis)",14,"",9,2017-01-27 00:00:00,"Mammite (cl.) inconnue - ",2017-02-03 10:50:00,2017-02-13 18:50:00,9,"FR4404288050"
"66",66,1,"Mastitis catarrhalis acuta (acute catarrhal mastitis)",14,"",40,2017-02-08 00:00:00,"Mammite (cl.) inconnue - ",2017-02-15 09:08:00,2017-02-25 09:08:00,40,"FR4404288115"
"67",186,9,"Drying-off",NA,"",71,2017-02-08 09:10:00,"Preventive - ",2017-03-26 09:10:00,NA,71,"FR4404288153"
"68",186,9,"Drying-off",NA,"",65,2017-02-08 09:10:00,"Preventive - ",2017-03-26 09:10:00,NA,65,"FR4404288146"
"69",186,9,"Drying-off",NA,"",33,2017-02-08 09:12:00,"Preventive - ",2017-03-26 09:12:00,NA,33,"FR4404288106"
"70",123,7,"Infection with streptococcus pneumoniae",21,"",99,2017-02-09 00:00:00,"",2017-02-16 10:46:00,2017-03-16 10:46:00,99,"FR4404288183"
"71",85,3,"Diseases related to calving",NA,"",40,2017-02-11 00:00:00,"Problème de délivrance inconnu - ",2017-02-22 10:51:00,2017-04-15 10:51:00,40,"FR4404288115"
"72",123,7,"Infection with streptococcus pneumoniae",21,"",99,2017-02-11 00:00:00,"",2017-02-18 10:55:00,2017-03-18 10:55:00,99,"FR4404288183"
"73",161,11,"Diagnosis not listed in the key",21,"",38,2017-02-15 00:00:00,"Problème général inconnu - ",2017-02-23 19:49:00,2017-04-23 19:49:00,38,"FR4404288112"
"74",66,1,"Mastitis catarrhalis acuta (acute catarrhal mastitis)",14,"",9,2017-02-16 00:00:00,"Mammite (cl.) inconnue - ",2017-02-23 20:39:00,2017-03-20 08:39:00,9,"FR4404288050"
"75",12,6,"Diseases of the digestive tract",21,"",40,2017-02-16 00:00:00,"Maladie d'alimentation - ",2017-02-24 12:40:00,2017-04-24 12:40:00,40,"FR4404288115"
"76",12,6,"Diseases of the digestive tract",21,"",38,2017-02-17 00:00:00,"Maladie d'alimentation - ",2017-02-25 12:47:00,2017-04-25 12:47:00,38,"FR4404288112"
"77",31,4,"Diseases of the joints",21,"",79,2017-02-19 00:00:00,"Patte gonfl‚e - ",2017-02-27 09:41:00,2017-03-11 09:41:00,79,"FR4404288162"
"78",161,11,"Diagnosis not listed in the key",21,"",100,2017-02-22 00:00:00,"Autres problèmes généraux - ",2017-03-02 09:52:00,2017-04-30 09:52:00,100,"FR4404288184"
"79",19,6,"Dislocatio abomasi sinistra, Dilatatio et dislocation abomasi sinistra (left-side abomasal displacement)",21,"displacement of the distended abomasum to the left side of the abdomen (between rumen and left abdominal wall)",40,2017-02-23 00:00:00,"Caillette d‚plac‚e - Suspicion caillette",2017-02-28 10:14:00,2017-03-03 10:14:00,40,"FR4404288115"
"80",19,6,"Dislocatio abomasi sinistra, Dilatatio et dislocation abomasi sinistra (left-side abomasal displacement)",21,"displacement of the distended abomasum to the left side of the abdomen (between rumen and left abdominal wall)",40,2017-02-23 00:00:00,"Caillette d‚plac‚e - suspicion caillette",NA,NA,40,"FR4404288115"
"81",66,1,"Mastitis catarrhalis acuta (acute catarrhal mastitis)",14,"",40,2017-02-24 00:00:00,"Mammite (cl.) inconnue - ",2017-03-03 09:59:00,2017-03-08 09:59:00,40,"FR4404288115"
"82",186,9,"Drying-off",NA,"",3,2017-02-27 16:29:00,"Preventive - ",2017-04-14 16:29:00,NA,3,"FR4404288019"
"83",186,9,"Drying-off",NA,"",126,2017-02-27 16:30:00,"Preventive - ",2017-04-05 16:30:00,2017-03-09 16:30:00,126,"FR4958880363"
"84",186,9,"Drying-off",NA,"",69,2017-02-27 16:31:00,"Preventive - ",2017-04-14 16:31:00,NA,69,"FR4404288150"
"85",186,9,"Drying-off",NA,"",25,2017-02-27 16:31:00,"Preventive - ",2017-04-14 16:31:00,NA,25,"FR4404288094"
"86",186,9,"Drying-off",NA,"",19,2017-02-27 16:32:00,"Preventive - ",2017-04-05 16:32:00,2017-03-09 16:32:00,19,"FR4404288081"
"87",186,9,"Drying-off",NA,"",70,2017-02-27 16:36:00,"Preventive - ",2017-04-14 16:36:00,NA,70,"FR4404288151"
"88",66,1,"Mastitis catarrhalis acuta (acute catarrhal mastitis)",14,"",12,2017-03-04 00:00:00,"Mammite (cl.) inconnue - ",2017-03-11 10:04:00,2017-03-20 10:04:00,12,"FR4404288068"
"89",66,1,"Mastitis catarrhalis acuta (acute catarrhal mastitis)",14,"",12,2017-03-06 00:00:00,"Mammite (cl.) inconnue - ",2017-03-13 23:11:00,2017-04-06 11:11:00,12,"FR4404288068"
"90",108,3,"Ovarial cysts",21,"cystic ovary disease",57,2017-03-07 00:00:00,"Ovaire cystique - ",NA,NA,57,"FR4404288138"
"91",108,3,"Ovarial cysts",21,"cystic ovary disease",207,2017-03-07 00:00:00,"Ovaire cystique - ",NA,NA,207,"FR4404659034"
"92",35,4,"Claw diseases",28,"",8,2017-03-08 00:00:00,"Blessure de patte - ",2017-03-14 08:17:00,2017-05-15 08:17:00,8,"FR4404288045"
"93",35,4,"Claw diseases",28,"",85,2017-03-08 00:00:00,"Autres problèmes de boîteries - parage ",NA,NA,85,"FR4404288168"
"94",45,4,"Digital phlegmon",28,"panaritium; digital inflammatory edema",85,2017-03-09 00:00:00,"abcès dessus du pieds
Parrage des 4",NA,NA,85,"FR4404288168"
"95",35,4,"Claw diseases",28,"",8,2017-03-09 00:00:00,"Infection de pied - Parage des 4",NA,NA,8,"FR4404288045"
"96",38,4,"Pododermatitis nonpurulenta diffusa (laminitis)",28,"diffuse non-purulent inflammation of the corium of the claws",17,2017-03-09 00:00:00,"Parage",NA,NA,17,"FR4404288079"
"97",49,4,"Dermatitis digitalis (digital dermatitis)",28,"hairy warts (papillomateous digital dermatitis, PDD), Mortellaro disease; infectious inflammation of the digital skin with epidermal lesions of strawberry-like appearance",46,2017-03-09 00:00:00,"Parage",NA,NA,46,"FR4404288126"
"98",66,1,"Mastitis catarrhalis acuta (acute catarrhal mastitis)",14,"",89,2017-03-09 00:00:00,"Mammite (sub.) inconnue - Trayon abimés cause sur-traite irritation avd arg ard",2017-03-15 15:10:00,2017-04-10 11:14:00,89,"FR4404288172"
"99",66,1,"Mastitis catarrhalis acuta (acute catarrhal mastitis)",14,"",9,2017-03-09 00:00:00,"Mammite (sub.) inconnue - ",2017-03-15 11:17:00,2017-04-10 11:17:00,9,"FR4404288050"
"100",186,9,"Drying-off",NA,"",11,2017-03-10 13:24:00,"Preventive - ",2017-04-25 13:24:00,NA,11,"FR4404288063"
"101",186,9,"Drying-off",NA,"",14,2017-03-10 10:02:00,"Preventive - ",2017-04-25 10:02:00,NA,14,"FR4404288073"
"102",186,9,"Drying-off",NA,"",7,2017-03-11 10:04:00,"Preventive - ",NA,NA,7,"FR4404288040"
"103",186,9,"Drying-off",NA,"",83,2017-03-11 10:04:00,"Preventive - ",NA,NA,83,"FR4404288166"
"104",45,4,"Digital phlegmon",28,"panaritium; digital inflammatory edema",75,2017-03-11 00:00:00,"",2017-03-14 11:55:00,2017-04-11 11:55:00,75,"FR4404288157"
"105",161,11,"Diagnosis not listed in the key",21,"",14,2017-03-11 00:00:00,"Autres problèmes généraux - Bloquée dans logettes",2017-03-16 12:10:00,2017-03-28 12:10:00,14,"FR4404288073"
"106",32,4,"Arthritis",21,"inflammation of joints",14,2017-03-11 00:00:00,"Abcès cuisse gauche - infection - température",2017-03-18 12:12:00,2017-04-15 12:12:00,14,"FR4404288073"
"107",35,4,"Claw diseases",28,"",116,2017-03-13 00:00:00,"Autres problèmes de boîteries - parage ",NA,NA,116,"FR4912264927"
"108",35,4,"Claw diseases",28,"",44,2017-03-13 00:00:00,"Infection de pied - parage des 4
blessure ancienne avg",NA,NA,44,"FR4404288122"
"109",66,1,"Mastitis catarrhalis acuta (acute catarrhal mastitis)",14,"",12,2017-03-15 00:00:00,"Mammite (cl.) inconnue - ",2017-03-22 09:48:00,2017-03-27 09:48:00,12,"FR4404288068"
"110",66,1,"Mastitis catarrhalis acuta (acute catarrhal mastitis)",14,"",80,2017-03-15 00:00:00,"Mammite (cl.) inconnue - ",2017-03-22 09:49:00,2017-03-27 09:49:00,80,"FR4404288163"
"111",186,9,"Drying-off",NA,"",113,2017-03-15 09:50:00,"Preventive - ",2017-04-30 09:50:00,NA,113,"FR4454691592"
"112",49,4,"Dermatitis digitalis (digital dermatitis)",28,"hairy warts (papillomateous digital dermatitis, PDD), Mortellaro disease; infectious inflammation of the digital skin with epidermal lesions of strawberry-like appearance",80,2017-03-16 00:00:00,"",2017-03-21 15:40:00,2017-04-02 15:40:00,80,"FR4404288163"
"113",66,1,"Mastitis catarrhalis acuta (acute catarrhal mastitis)",14,"",80,2017-03-17 00:00:00,"Mammite (cl.) inconnue - ",2017-03-23 07:35:00,2017-04-02 07:35:00,80,"FR4404288163"
"114",66,1,"Mastitis catarrhalis acuta (acute catarrhal mastitis)",14,"",12,2017-03-19 00:00:00,"Mammite (cl.) inconnue - ",2017-03-26 10:13:00,2017-04-05 10:13:00,12,"FR4404288068"
"115",66,1,"Mastitis catarrhalis acuta (acute catarrhal mastitis)",14,"",80,2017-03-22 00:00:00,"Mammite (cl.) inconnue - probleme sphincter",2017-03-29 07:58:00,2017-04-03 07:58:00,80,"FR4404288163"
"116",66,1,"Mastitis catarrhalis acuta (acute catarrhal mastitis)",14,"",80,2017-03-24 00:00:00,"Mammite (cl.) inconnue - Mise en place d'une sonde palastique",2017-03-31 22:59:00,2017-04-24 10:59:00,80,"FR4404288163"
"117",66,1,"Mastitis catarrhalis acuta (acute catarrhal mastitis)",14,"",89,2017-03-24 00:00:00,"Mammite (cl.) inconnue - lotagen dans le quartier puis bouchon orbeseal",2017-03-31 23:01:00,2017-04-24 11:01:00,89,"FR4404288172"
"118",85,3,"Diseases related to calving",NA,"",107,2017-03-29 00:00:00,"Problème de délivrance inconnu - ",NA,NA,107,"FR4404288191"
"119",85,3,"Diseases related to calving",NA,"",103,2017-03-20 00:00:00,"Problème de délivrance inconnu - ",NA,NA,103,"FR4404288187"
"120",66,1,"Mastitis catarrhalis acuta (acute catarrhal mastitis)",14,"",89,2017-03-29 00:00:00,"Mammite (cl.) inconnue - ",2017-04-03 10:12:00,2017-04-03 10:12:00,89,"FR4404288172"
"121",66,1,"Mastitis catarrhalis acuta (acute catarrhal mastitis)",14,"",89,2017-03-29 00:00:00,"Mammite (cl.) inconnue - ordo du 21/03/2017",2017-04-03 12:08:00,2017-04-15 12:08:00,89,"FR4404288172"
"122",66,1,"Mastitis catarrhalis acuta (acute catarrhal mastitis)",14,"",89,2017-04-03 00:00:00,"Mammite (cl.) inconnue - ",2017-04-09 10:03:00,2017-04-14 10:03:00,89,"FR4404288172"
"123",66,1,"Mastitis catarrhalis acuta (acute catarrhal mastitis)",14,"",9,2017-04-06 00:00:00,"Mammite (cl.) inconnue - ",2017-04-13 10:47:00,2017-04-18 10:47:00,9,"FR4404288050"
"124",66,1,"Mastitis catarrhalis acuta (acute catarrhal mastitis)",14,"",53,2017-04-06 00:00:00,"Mammite (sub.) inconnue - ",2017-04-13 10:48:00,2017-04-18 10:48:00,53,"FR4404288133"
"125",66,1,"Mastitis catarrhalis acuta (acute catarrhal mastitis)",14,"",89,2017-04-06 00:00:00,"Mammite (sub.) inconnue - ",2017-04-13 10:50:00,2017-04-18 10:50:00,89,"FR4404288172"
"126",31,4,"Diseases of the joints",21,"",104,2017-04-08 00:00:00,"Patte gonfl‚e - ",2017-04-19 14:30:00,2017-06-17 14:30:00,104,"FR4404288188"
"127",66,1,"Mastitis catarrhalis acuta (acute catarrhal mastitis)",14,"",89,2017-04-13 00:00:00,"Mammite (cl.) inconnue - ",2017-04-20 12:33:00,2017-04-30 12:33:00,89,"FR4404288172"
"128",42,4,"Pododermatitis diffusa purulenta",28,"diffuse purulent inflammation of the corium of the claws",209,2017-04-20 00:00:00,"",2017-04-26 10:25:00,2017-06-24 10:25:00,209,"FR4404659023"
"129",108,3,"Ovarial cysts",21,"cystic ovary disease",32,2017-04-20 00:00:00,"",NA,NA,32,"FR4404288105"
"130",186,9,"Drying-off",NA,"",72,2017-04-22 10:11:00,"",2017-06-07 11:11:00,NA,72,"FR4404288154"
"131",186,9,"Drying-off",NA,"",68,2017-04-22 10:12:00,"",2017-06-07 11:12:00,NA,68,"FR4404288149"
"132",66,1,"Mastitis catarrhalis acuta (acute catarrhal mastitis)",14,"",47,2017-04-24 00:00:00,"",2017-05-01 08:27:00,2017-05-06 08:27:00,47,"FR4404288127"
"133",66,1,"Mastitis catarrhalis acuta (acute catarrhal mastitis)",14,"",89,2017-04-24 00:00:00,"",2017-05-01 18:41:00,2017-05-06 18:41:00,89,"FR4404288172"
"134",101,3,"Endometritis",21,"inflammation of the mucus membranes of the uterus",53,2017-04-26 00:00:00,"",NA,2017-05-27 11:33:00,53,"FR4404288133"
"135",68,1,"Mastitis catarrhalis subclinica (subclinical mastitis)",14,"infectious inflammation of the mammary gland without clinical signs",123,2017-04-27 00:00:00,"",2017-05-04 20:56:00,2017-05-14 20:55:00,123,"FR4954667338"
"136",66,1,"Mastitis catarrhalis acuta (acute catarrhal mastitis)",14,"",29,2017-04-29 00:00:00,"",2017-05-06 09:44:00,2017-05-16 09:43:00,29,"FR4404288100"
"137",66,1,"Mastitis catarrhalis acuta (acute catarrhal mastitis)",14,"",47,2017-05-03 00:00:00,"",2017-05-09 10:36:00,NA,47,"FR4404288127"
"138",66,1,"Mastitis catarrhalis acuta (acute catarrhal mastitis)",14,"",116,2017-05-04 00:00:00,"",2017-05-10 06:12:00,NA,116,"FR4912264927"
"139",66,1,"Mastitis catarrhalis acuta (acute catarrhal mastitis)",14,"",114,2017-05-04 00:00:00,"",2017-05-12 09:31:00,2017-05-17 09:31:00,114,"FR4454691593"
"140",186,9,"Drying-off",NA,"",8,2017-05-04 09:28:00,"",NA,NA,8,"FR4404288045"
"141",64,2,"Other disorders of the udder (except mastitis)",21,"",8,2017-05-04 00:00:00,"TARISSEMENT",NA,NA,8,"FR4404288045"
"142",66,1,"Mastitis catarrhalis acuta (acute catarrhal mastitis)",14,"",89,2017-05-04 00:00:00,"",2017-05-11 21:51:00,2017-05-21 21:51:00,89,"FR4404288172"
"143",66,1,"Mastitis catarrhalis acuta (acute catarrhal mastitis)",14,"",116,2017-05-04 00:00:00,"",2017-05-11 21:52:00,2017-05-21 21:52:00,116,"FR4912264927"
"144",66,1,"Mastitis catarrhalis acuta (acute catarrhal mastitis)",14,"",116,2017-05-05 00:00:00,"",2017-05-11 21:45:00,NA,116,"FR4912264927"
"145",66,1,"Mastitis catarrhalis acuta (acute catarrhal mastitis)",14,"",89,2017-05-04 00:00:00,"",2017-05-10 06:30:00,NA,89,"FR4404288172"
"146",105,3,"Acyclia",21,"absence of heat with inactive ovaries",85,2017-05-18 00:00:00,"",NA,2017-06-15 10:38:00,85,"FR4404288168"
"147",105,3,"Acyclia",21,"absence of heat with inactive ovaries",82,2017-04-18 00:00:00,"",NA,2017-06-15 10:40:00,82,"FR4404288165"
"148",105,3,"Acyclia",21,"absence of heat with inactive ovaries",209,2017-04-18 00:00:00,"",NA,2017-06-15 10:41:00,209,"FR4404659023"
"149",105,3,"Acyclia",21,"absence of heat with inactive ovaries",47,2017-04-18 00:00:00,"",NA,2017-06-15 10:41:00,47,"FR4404288127"
"150",105,3,"Acyclia",21,"absence of heat with inactive ovaries",37,2017-04-18 00:00:00,"ERREUR : ELLE ÉTAIT PLEINE
S'assurer qu'elle ne coule pas",NA,2017-06-15 10:42:00,37,"FR4404288111"
"151",64,2,"Other disorders of the udder (except mastitis)",21,"",8,2017-05-07 00:00:00,"",2017-06-13 10:31:00,2017-05-17 10:31:00,8,"FR4404288045"
"152",66,1,"Mastitis catarrhalis acuta (acute catarrhal mastitis)",14,"",116,2017-05-11 00:00:00,"",2017-05-18 10:48:00,2017-05-23 10:48:00,116,"FR4912264927"
"153",186,9,"Drying-off",NA,"",120,2017-05-11 11:10:00,"",2017-06-17 12:10:00,2017-05-21 12:10:00,120,"FR4950954269"
"154",186,9,"Drying-off",NA,"",64,2017-05-11 11:37:00,"",2017-06-26 12:38:00,NA,64,"FR4404288145"
