"","DisId","DisDcaId","DisName","DisCurePeriod","DisDescription","DiaAniId","DiaDate","DiaRemarks","DiaWithMilk","DiaWithMeat","AniId","AniLifeNumber"
"35",66,1,"Mastitis catarrhalis acuta (acute catarrhal mastitis)",14,"",20,2017-01-14,"Mammite (sub.) inconnue - Taux cellules élevé 2.5 M°",2017-01-21 11:27:00,2017-01-31 11:27:00,20,"FR4404288082"
"36",31,4,"Diseases of the joints",21,"",56,2017-01-19,"Patte gonfl‚e - ",2017-01-25 09:39:00,2017-02-06 09:39:00,56,"FR4404288137"
"37",87,3,"Dystocia",NA,"calving difficulties",89,2017-01-25,"",2017-02-02 09:33:00,2017-04-02 09:33:00,89,"FR4404288172"
"38",66,1,"Mastitis catarrhalis acuta (acute catarrhal mastitis)",14,"",9,2017-01-26,"Mammite (cl.) inconnue - ",2017-02-02 09:46:00,2017-02-07 09:46:00,9,"FR4404288050"
"39",66,1,"Mastitis catarrhalis acuta (acute catarrhal mastitis)",14,"",9,2017-01-27,"Mammite (cl.) inconnue - ",2017-02-03 10:50:00,2017-02-13 18:50:00,9,"FR4404288050"
"40",66,1,"Mastitis catarrhalis acuta (acute catarrhal mastitis)",14,"",40,2017-02-08,"Mammite (cl.) inconnue - ",2017-02-15 09:08:00,2017-02-25 09:08:00,40,"FR4404288115"
"41",123,7,"Infection with streptococcus pneumoniae",21,"",99,2017-02-09,"",2017-02-16 10:46:00,2017-03-16 10:46:00,99,"FR4404288183"
"42",85,3,"Diseases related to calving",NA,"",40,2017-02-11,"Problème de délivrance inconnu - ",2017-02-22 10:51:00,2017-04-15 10:51:00,40,"FR4404288115"
"43",123,7,"Infection with streptococcus pneumoniae",21,"",99,2017-02-11,"",2017-02-18 10:55:00,2017-03-18 10:55:00,99,"FR4404288183"
"44",161,11,"Diagnosis not listed in the key",21,"",38,2017-02-15,"Problème général inconnu - ",2017-02-23 19:49:00,2017-04-23 19:49:00,38,"FR4404288112"
"45",66,1,"Mastitis catarrhalis acuta (acute catarrhal mastitis)",14,"",9,2017-02-16,"Mammite (cl.) inconnue - ",2017-02-23 20:39:00,2017-03-20 08:39:00,9,"FR4404288050"
"46",12,6,"Diseases of the digestive tract",21,"",40,2017-02-16,"Maladie d'alimentation - ",2017-02-24 12:40:00,2017-04-24 12:40:00,40,"FR4404288115"
"47",12,6,"Diseases of the digestive tract",21,"",38,2017-02-17,"Maladie d'alimentation - ",2017-02-25 12:47:00,2017-04-25 12:47:00,38,"FR4404288112"
"48",31,4,"Diseases of the joints",21,"",79,2017-02-19,"Patte gonfl‚e - ",2017-02-27 09:41:00,2017-03-11 09:41:00,79,"FR4404288162"
"49",161,11,"Diagnosis not listed in the key",21,"",100,2017-02-22,"Autres problèmes généraux - ",2017-03-02 09:52:00,2017-04-30 09:52:00,100,"FR4404288184"
"50",19,6,"Dislocatio abomasi sinistra, Dilatatio et dislocation abomasi sinistra (left-side abomasal displacement)",21,"displacement of the distended abomasum to the left side of the abdomen (between rumen and left abdominal wall)",40,2017-02-23,"Caillette d‚plac‚e - Suspicion caillette",2017-02-28 10:14:00,2017-03-03 10:14:00,40,"FR4404288115"
"51",19,6,"Dislocatio abomasi sinistra, Dilatatio et dislocation abomasi sinistra (left-side abomasal displacement)",21,"displacement of the distended abomasum to the left side of the abdomen (between rumen and left abdominal wall)",40,2017-02-23,"Caillette d‚plac‚e - suspicion caillette",NA,NA,40,"FR4404288115"
"52",66,1,"Mastitis catarrhalis acuta (acute catarrhal mastitis)",14,"",40,2017-02-24,"Mammite (cl.) inconnue - ",2017-03-03 09:59:00,2017-03-08 09:59:00,40,"FR4404288115"
"53",66,1,"Mastitis catarrhalis acuta (acute catarrhal mastitis)",14,"",12,2017-03-04,"Mammite (cl.) inconnue - ",2017-03-11 10:04:00,2017-03-20 10:04:00,12,"FR4404288068"
"54",66,1,"Mastitis catarrhalis acuta (acute catarrhal mastitis)",14,"",12,2017-03-06,"Mammite (cl.) inconnue - ",2017-03-13 23:11:00,2017-04-06 11:11:00,12,"FR4404288068"
"55",108,3,"Ovarial cysts",21,"cystic ovary disease",57,2017-03-07,"Ovaire cystique - ",NA,NA,57,"FR4404288138"
"56",108,3,"Ovarial cysts",21,"cystic ovary disease",207,2017-03-07,"Ovaire cystique - ",NA,NA,207,"FR4404659034"
"57",35,4,"Claw diseases",28,"",8,2017-03-08,"Blessure de patte - ",2017-03-14 08:17:00,2017-05-15 08:17:00,8,"FR4404288045"
"58",35,4,"Claw diseases",28,"",85,2017-03-08,"Autres problèmes de boîteries - parage ",NA,NA,85,"FR4404288168"
"59",45,4,"Digital phlegmon",28,"panaritium; digital inflammatory edema",85,2017-03-09,"abcès dessus du pieds
Parrage des 4",NA,NA,85,"FR4404288168"
"60",35,4,"Claw diseases",28,"",8,2017-03-09,"Infection de pied - Parage des 4",NA,NA,8,"FR4404288045"
"61",38,4,"Pododermatitis nonpurulenta diffusa (laminitis)",28,"diffuse non-purulent inflammation of the corium of the claws",17,2017-03-09,"Parage",NA,NA,17,"FR4404288079"
"62",49,4,"Dermatitis digitalis (digital dermatitis)",28,"hairy warts (papillomateous digital dermatitis, PDD), Mortellaro disease; infectious inflammation of the digital skin with epidermal lesions of strawberry-like appearance",46,2017-03-09,"Parage",NA,NA,46,"FR4404288126"
"63",66,1,"Mastitis catarrhalis acuta (acute catarrhal mastitis)",14,"",89,2017-03-09,"Mammite (sub.) inconnue - Trayon abimés cause sur-traite irritation avd arg ard",2017-03-15 15:10:00,2017-04-10 11:14:00,89,"FR4404288172"
"64",66,1,"Mastitis catarrhalis acuta (acute catarrhal mastitis)",14,"",9,2017-03-09,"Mammite (sub.) inconnue - ",2017-03-15 11:17:00,2017-04-10 11:17:00,9,"FR4404288050"
"65",45,4,"Digital phlegmon",28,"panaritium; digital inflammatory edema",75,2017-03-11,"",2017-03-14 11:55:00,2017-04-11 11:55:00,75,"FR4404288157"
"66",161,11,"Diagnosis not listed in the key",21,"",14,2017-03-11,"Autres problèmes généraux - Bloquée dans logettes",2017-03-16 12:10:00,2017-03-28 12:10:00,14,"FR4404288073"
"67",32,4,"Arthritis",21,"inflammation of joints",14,2017-03-11,"Abcès cuisse gauche - infection - température",2017-03-18 12:12:00,2017-04-15 12:12:00,14,"FR4404288073"
"68",35,4,"Claw diseases",28,"",116,2017-03-13,"Autres problèmes de boîteries - parage ",NA,NA,116,"FR4912264927"
"69",35,4,"Claw diseases",28,"",44,2017-03-13,"Infection de pied - parage des 4
blessure ancienne avg",NA,NA,44,"FR4404288122"
"70",66,1,"Mastitis catarrhalis acuta (acute catarrhal mastitis)",14,"",12,2017-03-15,"Mammite (cl.) inconnue - ",2017-03-22 09:48:00,2017-03-27 09:48:00,12,"FR4404288068"
"71",66,1,"Mastitis catarrhalis acuta (acute catarrhal mastitis)",14,"",80,2017-03-15,"Mammite (cl.) inconnue - ",2017-03-22 09:49:00,2017-03-27 09:49:00,80,"FR4404288163"
"72",49,4,"Dermatitis digitalis (digital dermatitis)",28,"hairy warts (papillomateous digital dermatitis, PDD), Mortellaro disease; infectious inflammation of the digital skin with epidermal lesions of strawberry-like appearance",80,2017-03-16,"",2017-03-21 15:40:00,2017-04-02 15:40:00,80,"FR4404288163"
"73",66,1,"Mastitis catarrhalis acuta (acute catarrhal mastitis)",14,"",80,2017-03-17,"Mammite (cl.) inconnue - ",2017-03-23 07:35:00,2017-04-02 07:35:00,80,"FR4404288163"
"74",66,1,"Mastitis catarrhalis acuta (acute catarrhal mastitis)",14,"",12,2017-03-19,"Mammite (cl.) inconnue - ",2017-03-26 10:13:00,2017-04-05 10:13:00,12,"FR4404288068"
"75",66,1,"Mastitis catarrhalis acuta (acute catarrhal mastitis)",14,"",80,2017-03-22,"Mammite (cl.) inconnue - probleme sphincter",2017-03-29 07:58:00,2017-04-03 07:58:00,80,"FR4404288163"
"76",66,1,"Mastitis catarrhalis acuta (acute catarrhal mastitis)",14,"",80,2017-03-24,"Mammite (cl.) inconnue - Mise en place d'une sonde palastique",2017-03-31 22:59:00,2017-04-24 10:59:00,80,"FR4404288163"
"77",66,1,"Mastitis catarrhalis acuta (acute catarrhal mastitis)",14,"",89,2017-03-24,"Mammite (cl.) inconnue - lotagen dans le quartier puis bouchon orbeseal",2017-03-31 23:01:00,2017-04-24 11:01:00,89,"FR4404288172"
"78",85,3,"Diseases related to calving",NA,"",107,2017-03-29,"Problème de délivrance inconnu - ",NA,NA,107,"FR4404288191"
"79",85,3,"Diseases related to calving",NA,"",103,2017-03-20,"Problème de délivrance inconnu - ",NA,NA,103,"FR4404288187"
"80",66,1,"Mastitis catarrhalis acuta (acute catarrhal mastitis)",14,"",89,2017-03-29,"Mammite (cl.) inconnue - ",2017-04-03 10:12:00,2017-04-03 10:12:00,89,"FR4404288172"
"81",66,1,"Mastitis catarrhalis acuta (acute catarrhal mastitis)",14,"",89,2017-03-29,"Mammite (cl.) inconnue - ordo du 21/03/2017",2017-04-03 12:08:00,2017-04-15 12:08:00,89,"FR4404288172"
"82",66,1,"Mastitis catarrhalis acuta (acute catarrhal mastitis)",14,"",89,2017-04-03,"Mammite (cl.) inconnue - ",2017-04-09 10:03:00,2017-04-14 10:03:00,89,"FR4404288172"
"83",66,1,"Mastitis catarrhalis acuta (acute catarrhal mastitis)",14,"",9,2017-04-06,"Mammite (cl.) inconnue - ",2017-04-13 10:47:00,2017-04-18 10:47:00,9,"FR4404288050"
"84",66,1,"Mastitis catarrhalis acuta (acute catarrhal mastitis)",14,"",53,2017-04-06,"Mammite (sub.) inconnue - ",2017-04-13 10:48:00,2017-04-18 10:48:00,53,"FR4404288133"
"85",66,1,"Mastitis catarrhalis acuta (acute catarrhal mastitis)",14,"",89,2017-04-06,"Mammite (sub.) inconnue - ",2017-04-13 10:50:00,2017-04-18 10:50:00,89,"FR4404288172"
"86",31,4,"Diseases of the joints",21,"",104,2017-04-08,"Patte gonfl‚e - ",2017-04-19 14:30:00,2017-06-17 14:30:00,104,"FR4404288188"
"87",66,1,"Mastitis catarrhalis acuta (acute catarrhal mastitis)",14,"",89,2017-04-13,"Mammite (cl.) inconnue - ",2017-04-20 12:33:00,2017-04-30 12:33:00,89,"FR4404288172"
"88",42,4,"Pododermatitis diffusa purulenta",28,"diffuse purulent inflammation of the corium of the claws",209,2017-04-20,"",2017-04-26 10:25:00,2017-06-24 10:25:00,209,"FR4404659023"
"89",108,3,"Ovarial cysts",21,"cystic ovary disease",32,2017-04-20,"",NA,NA,32,"FR4404288105"
"90",66,1,"Mastitis catarrhalis acuta (acute catarrhal mastitis)",14,"",47,2017-04-24,"",2017-05-01 08:27:00,2017-05-06 08:27:00,47,"FR4404288127"
"91",66,1,"Mastitis catarrhalis acuta (acute catarrhal mastitis)",14,"",89,2017-04-24,"",2017-05-01 18:41:00,2017-05-06 18:41:00,89,"FR4404288172"
"92",101,3,"Endometritis",21,"inflammation of the mucus membranes of the uterus",53,2017-04-26,"",NA,2017-05-27 11:33:00,53,"FR4404288133"
"93",68,1,"Mastitis catarrhalis subclinica (subclinical mastitis)",14,"infectious inflammation of the mammary gland without clinical signs",123,2017-04-27,"",2017-05-04 20:56:00,2017-05-14 20:55:00,123,"FR4954667338"
"94",66,1,"Mastitis catarrhalis acuta (acute catarrhal mastitis)",14,"",29,2017-04-29,"",2017-05-06 09:44:00,2017-05-16 09:43:00,29,"FR4404288100"
"95",66,1,"Mastitis catarrhalis acuta (acute catarrhal mastitis)",14,"",47,2017-05-03,"",2017-05-09 10:36:00,NA,47,"FR4404288127"
"96",66,1,"Mastitis catarrhalis acuta (acute catarrhal mastitis)",14,"",116,2017-05-04,"",2017-05-10 06:12:00,NA,116,"FR4912264927"
"97",66,1,"Mastitis catarrhalis acuta (acute catarrhal mastitis)",14,"",114,2017-05-04,"",2017-05-12 09:31:00,2017-05-17 09:31:00,114,"FR4454691593"
"98",64,2,"Other disorders of the udder (except mastitis)",21,"",8,2017-05-04,"TARISSEMENT",NA,NA,8,"FR4404288045"
"99",66,1,"Mastitis catarrhalis acuta (acute catarrhal mastitis)",14,"",89,2017-05-04,"",2017-05-11 21:51:00,2017-05-21 21:51:00,89,"FR4404288172"
"100",66,1,"Mastitis catarrhalis acuta (acute catarrhal mastitis)",14,"",116,2017-05-04,"",2017-05-11 21:52:00,2017-05-21 21:52:00,116,"FR4912264927"
"101",66,1,"Mastitis catarrhalis acuta (acute catarrhal mastitis)",14,"",116,2017-05-05,"",2017-05-11 21:45:00,NA,116,"FR4912264927"
"102",66,1,"Mastitis catarrhalis acuta (acute catarrhal mastitis)",14,"",89,2017-05-04,"",2017-05-10 06:30:00,NA,89,"FR4404288172"
"103",105,3,"Acyclia",21,"absence of heat with inactive ovaries",85,2017-05-18,"",NA,2017-06-15 10:38:00,85,"FR4404288168"
"104",105,3,"Acyclia",21,"absence of heat with inactive ovaries",82,2017-04-18,"",NA,2017-06-15 10:40:00,82,"FR4404288165"
"105",105,3,"Acyclia",21,"absence of heat with inactive ovaries",209,2017-04-18,"",NA,2017-06-15 10:41:00,209,"FR4404659023"
"106",105,3,"Acyclia",21,"absence of heat with inactive ovaries",47,2017-04-18,"",NA,2017-06-15 10:41:00,47,"FR4404288127"
"107",105,3,"Acyclia",21,"absence of heat with inactive ovaries",37,2017-04-18,"ERREUR : ELLE ÉTAIT PLEINE
S'assurer qu'elle ne coule pas",NA,2017-06-15 10:42:00,37,"FR4404288111"
"108",64,2,"Other disorders of the udder (except mastitis)",21,"",8,2017-05-07,"",2017-06-13 10:31:00,2017-05-17 10:31:00,8,"FR4404288045"
"109",66,1,"Mastitis catarrhalis acuta (acute catarrhal mastitis)",14,"",116,2017-05-11,"",2017-05-18 10:48:00,2017-05-23 10:48:00,116,"FR4912264927"
"110",74,1,"Mastitis with isolation of Escherichia coli (E. coli)",14,"",3,2017-04-24,"",2017-06-05 19:06:00,2017-07-27 19:06:00,3,"FR4404288019"
"111",158,11,"Behavioral disorders and general findings",21,"",50,2017-06-15,"Baisse rumination
Température fluctuantes
POSSIBILITE CORPS ETRANGER",NA,NA,50,"FR4404288130"
"112",94,3,"Calving-related injuries of the vagina",NA,"",68,2017-06-15,"NON DELIVRANCE : délivrée par l'eleveur
+ HOMEOPATHIE : WOMBYL en spray
ET PVB Affections de la Matrice en spray",NA,NA,68,"FR4404288149"
"113",68,1,"Mastitis catarrhalis subclinica (subclinical mastitis)",14,"infectious inflammation of the mammary gland without clinical signs",68,2017-06-17,"Premier traitement : DOLISOVET",NA,NA,68,"FR4404288149"
"114",68,1,"Mastitis catarrhalis subclinica (subclinical mastitis)",14,"infectious inflammation of the mammary gland without clinical signs",53,2017-06-19,"",NA,NA,53,"FR4404288133"
"115",68,1,"Mastitis catarrhalis subclinica (subclinical mastitis)",14,"infectious inflammation of the mammary gland without clinical signs",3,2017-06-20,"",NA,NA,3,"FR4404288019"
"116",68,1,"Mastitis catarrhalis subclinica (subclinical mastitis)",14,"infectious inflammation of the mammary gland without clinical signs",27,2017-06-21,"",NA,NA,27,"FR4404288098"
"117",123,7,"Infection with streptococcus pneumoniae",21,"",112,2017-06-22,"+ Aimant",2017-06-27 08:15:00,2017-07-25 08:15:00,112,"FR4947438444"
"118",105,3,"Acyclia",21,"absence of heat with inactive ovaries",57,2017-06-22,"",NA,NA,57,"FR4404288138"
"119",45,4,"Digital phlegmon",28,"panaritium; digital inflammatory edema",25,2017-06-22,"",2017-06-25 23:03:00,2017-07-23 23:03:00,25,"FR4404288094"
"120",109,3,"Other disturbances of female fertility",21,"",207,2017-06-14,"",NA,NA,207,"FR4404659034"
"121",105,3,"Acyclia",21,"absence of heat with inactive ovaries",207,2017-06-26,"",NA,2017-07-27 11:55:00,207,"FR4404659034"
"122",43,4,"Pododermatitis solearis circumscripta purulenta et necroticans chronica (sole ulcer)",28,"circumscribed chronic purulent and necrotizing inflammation of the corium of the claws",25,2017-06-26,"Cerise ARD
Double sole ARG (mauvais appui)",NA,NA,25,"FR4404288094"
"123",29,4,"Lameness",21,"",74,2017-06-16,"Abcès : parage",NA,NA,74,"FR4404288156"
"124",45,4,"Digital phlegmon",28,"panaritium; digital inflammatory edema",74,2017-06-26,"Suite Abcès / parage du 16 juin",2017-06-29 19:45:00,2017-07-27 19:45:00,74,"FR4404288156"
"125",68,1,"Mastitis catarrhalis subclinica (subclinical mastitis)",14,"infectious inflammation of the mammary gland without clinical signs",38,2017-06-26,"",NA,NA,38,"FR4404288112"
"126",161,11,"Diagnosis not listed in the key",21,"",113,2017-06-27,"",NA,2017-07-16 00:00:00,113,"FR4454691592"
"127",161,11,"Diagnosis not listed in the key",21,"",123,2017-06-27,"",NA,2017-07-16 00:00:00,123,"FR4954667338"
"128",161,11,"Diagnosis not listed in the key",21,"",69,2017-06-27,"",NA,2017-07-16 00:00:00,69,"FR4404288150"
"129",161,11,"Diagnosis not listed in the key",21,"",72,2017-06-27,"",NA,2017-07-16 00:00:00,72,"FR4404288154"
"130",161,11,"Diagnosis not listed in the key",21,"",53,2017-06-27,"",NA,2017-07-16 00:00:00,53,"FR4404288133"
"131",161,11,"Diagnosis not listed in the key",21,"",85,2017-06-27,"",NA,2017-07-16 00:00:00,85,"FR4404288168"
"132",161,11,"Diagnosis not listed in the key",21,"",52,2017-06-27,"",NA,2017-07-16 00:00:00,52,"FR4404288132"
"133",161,11,"Diagnosis not listed in the key",21,"",42,2017-06-27,"",NA,2017-07-16 00:00:00,42,"FR4404288120"
"134",161,11,"Diagnosis not listed in the key",21,"",65,2017-06-27,"",NA,2017-07-16 00:00:00,65,"FR4404288146"
"135",161,11,"Diagnosis not listed in the key",21,"",126,2017-06-27,"",NA,2017-07-16 00:00:00,126,"FR4958880363"
"136",161,11,"Diagnosis not listed in the key",21,"",54,2017-06-27,"",NA,2017-07-16 00:00:00,54,"FR4404288134"
"137",161,11,"Diagnosis not listed in the key",21,"",9,2017-06-27,"",NA,2017-07-16 00:00:00,9,"FR4404288050"
"138",161,11,"Diagnosis not listed in the key",21,"",3,2017-06-27,"",NA,2017-07-16 00:00:00,3,"FR4404288019"
"139",161,11,"Diagnosis not listed in the key",21,"",114,2017-06-27,"",NA,2017-07-16 00:00:00,114,"FR4454691593"
"140",161,11,"Diagnosis not listed in the key",21,"",109,2017-06-27,"",NA,2017-07-16 00:00:00,109,"FR4404288193"
"141",161,11,"Diagnosis not listed in the key",21,"",32,2017-06-27,"",NA,2017-07-16 00:00:00,32,"FR4404288105"
"142",161,11,"Diagnosis not listed in the key",21,"",12,2017-06-27,"",NA,2017-07-16 00:00:00,12,"FR4404288068"
"143",161,11,"Diagnosis not listed in the key",21,"",68,2017-06-27,"",NA,2017-07-16 00:00:00,68,"FR4404288149"
"144",161,11,"Diagnosis not listed in the key",21,"",131,2017-06-27,"",NA,2017-07-16 00:00:00,131,"FR4404288194"
"145",161,11,"Diagnosis not listed in the key",21,"",129,2017-06-27,"",NA,2017-07-16 00:00:00,129,"FR4968695856"
"146",161,11,"Diagnosis not listed in the key",21,"",193,2017-06-27,"",NA,2017-07-16 00:00:00,193,"FR4404288141"
"147",161,11,"Diagnosis not listed in the key",21,"",104,2017-06-27,"",NA,2017-07-16 00:00:00,104,"FR4404288188"
"148",161,11,"Diagnosis not listed in the key",21,"",108,2017-06-27,"",NA,2017-07-16 00:00:00,108,"FR4404288192"
"149",161,11,"Diagnosis not listed in the key",21,"",55,2017-06-27,"",NA,2017-07-16 00:00:00,55,"FR4404288136"
"150",161,11,"Diagnosis not listed in the key",21,"",207,2017-06-27,"",NA,2017-07-16 00:00:00,207,"FR4404659034"
"151",161,11,"Diagnosis not listed in the key",21,"",209,2017-06-27,"",NA,2017-07-16 00:00:00,209,"FR4404659023"
"152",161,11,"Diagnosis not listed in the key",21,"",95,2017-06-27,"",NA,2017-07-16 00:00:00,95,"FR4404288178"
"153",161,11,"Diagnosis not listed in the key",21,"",40,2017-06-27,"",NA,2017-07-16 00:00:00,40,"FR4404288115"
"154",161,11,"Diagnosis not listed in the key",21,"",132,2017-06-27,"",NA,2017-07-16 00:00:00,132,"FR4404288195"
"155",161,11,"Diagnosis not listed in the key",21,"",84,2017-06-27,"",NA,2017-07-16 00:00:00,84,"FR4404288167"
"156",161,11,"Diagnosis not listed in the key",21,"",79,2017-06-27,"",NA,2017-07-16 00:00:00,79,"FR4404288162"
"157",161,11,"Diagnosis not listed in the key",21,"",56,2017-06-27,"",NA,2017-07-16 00:00:00,56,"FR4404288137"
"158",161,11,"Diagnosis not listed in the key",21,"",86,2017-06-27,"",NA,2017-07-16 00:00:00,86,"FR4404288169"
"159",161,11,"Diagnosis not listed in the key",21,"",112,2017-06-27,"",NA,2017-07-16 00:00:00,112,"FR4947438444"
"160",161,11,"Diagnosis not listed in the key",21,"",94,2017-06-27,"",NA,2017-07-16 00:00:00,94,"FR4404288177"
"161",161,11,"Diagnosis not listed in the key",21,"",57,2017-06-27,"",NA,2017-07-16 00:00:00,57,"FR4404288138"
"162",161,11,"Diagnosis not listed in the key",21,"",88,2017-06-27,"",NA,2017-07-16 00:00:00,88,"FR4404288171"
"163",161,11,"Diagnosis not listed in the key",21,"",82,2017-06-27,"",NA,2017-07-16 00:00:00,82,"FR4404288165"
"164",161,11,"Diagnosis not listed in the key",21,"",43,2017-06-27,"",NA,2017-07-16 00:00:00,43,"FR4404288121"
